2025-05-07 01:20:08 - PERFORMANCE - 获取行业名称失败: The truth value of a Series is ambiguous. Use a.empty, a.bool(), a.item(), a.any() or a.all().
2025-05-07 22:58:02 - PERFORMANCE - 右侧面板创建完成
2025-05-07 22:58:02 - PERFORMANCE - 底部面板创建完成
2025-05-07 22:58:02 - PERFORMANCE - 菜单栏初始化完成
2025-05-07 22:58:02 - PERFORMANCE - 菜单栏创建完成
2025-05-07 22:58:02 - PERFORMANCE - 工具栏初始化完成
2025-05-07 22:58:02 - PERFORMANCE - 工具栏创建完成
2025-05-07 22:58:03 - PERFORMANCE - 主题应用完成
2025-05-07 22:58:03 - PERFORMANCE - UI初始化完成
2025-05-07 22:58:03 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-07 22:58:03 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-07 22:58:03 - PERFORMANCE - 开始预加载数据...
2025-05-07 22:58:04 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 22:58:04 - PERFORMANCE - 开始初始化数据...
2025-05-07 22:58:04 - PERFORMANCE - 互斥锁初始化完成
2025-05-07 22:58:04 - PERFORMANCE - 配置加载完成
2025-05-07 22:58:04 - PERFORMANCE - 缓存已清除
2025-05-07 22:58:04 - PERFORMANCE - 数据源初始化完成
2025-05-07 22:58:04 - PERFORMANCE - 开始预加载数据...
2025-05-07 22:58:06 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 22:58:06 - PERFORMANCE - 数据初始化完成
2025-05-07 22:58:06 - PERFORMANCE - 信号连接完成
2025-05-07 22:58:06 - PERFORMANCE - 开始预加载数据...
2025-05-07 22:58:07 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 22:58:07 - PERFORMANCE - TradingGUI初始化完成
2025-05-07 22:58:07 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 22:58:08 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 22:58:08 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 22:58:08 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 22:58:08 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 22:58:08 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 22:58:08 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 22:58:08 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 22:58:08 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 22:58:21 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 22:58:23 - PERFORMANCE - 图表更新完成
2025-05-07 22:58:23 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 22:58:23 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 22:58:28 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 22:58:28 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 22:58:28 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 22:58:28 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 22:58:32 - PERFORMANCE - 成功获取股票 sz301566 的K线数据，时间范围: 2023-12-29 00:00:00 至 2025-04-10 00:00:00，共 307 条记录
2025-05-07 22:58:33 - PERFORMANCE - 更新图表失败: cannot remove artist
2025-05-07 22:58:33 - PERFORMANCE - Traceback (most recent call last):
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\gui\widgets\chart_widget.py", line 431, in update_chart
    self._enable_crosshair(self.price_ax, df)
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\gui\widgets\chart_widget.py", line 579, in _enable_crosshair
    line.remove()
  File "e:\anaconda3\envs\hikyuu\Lib\site-packages\matplotlib\artist.py", line 256, in remove
    raise NotImplementedError('cannot remove artist')
NotImplementedError: cannot remove artist

2025-05-07 22:58:33 - PERFORMANCE - 更新图表失败: cannot remove artist
2025-05-07 23:04:33 - PERFORMANCE - TradingGUI初始化开始
2025-05-07 23:04:33 - PERFORMANCE - StockManager初始化成功
2025-05-07 23:04:33 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-07 23:04:33 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-07 23:04:33 - PERFORMANCE - 新浪数据源初始化成功
2025-05-07 23:04:33 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-07 23:04:33 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:04:33 - PERFORMANCE - 行业管理器初始化完成
2025-05-07 23:04:33 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-07 23:04:33 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:04:33 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:04:33 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:04:33 - PERFORMANCE - 初始化行业管理器结束
2025-05-07 23:04:33 - PERFORMANCE - 初始化主题管理器
2025-05-07 23:04:33 - PERFORMANCE - 初始化主题配置
2025-05-07 23:04:33 - PERFORMANCE - 加载默认主题色
2025-05-07 23:04:33 - PERFORMANCE - 加载颜色主题结束
2025-05-07 23:04:33 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-07 23:04:33 - PERFORMANCE - 行业映射初始化完成
2025-05-07 23:04:33 - PERFORMANCE - 左侧面板创建完成
2025-05-07 23:04:33 - PERFORMANCE - 图表控件UI初始化完成
2025-05-07 23:04:33 - PERFORMANCE - 信号连接完成
2025-05-07 23:04:33 - PERFORMANCE - 主题应用完成
2025-05-07 23:04:34 - PERFORMANCE - 图表渲染优化完成
2025-05-07 23:04:34 - PERFORMANCE - 图表控件初始化完成
2025-05-07 23:04:34 - PERFORMANCE - 中间面板创建完成
2025-05-07 23:04:34 - PERFORMANCE - 右侧面板创建完成
2025-05-07 23:04:34 - PERFORMANCE - 底部面板创建完成
2025-05-07 23:04:34 - PERFORMANCE - 菜单栏初始化完成
2025-05-07 23:04:34 - PERFORMANCE - 菜单栏创建完成
2025-05-07 23:04:34 - PERFORMANCE - 工具栏初始化完成
2025-05-07 23:04:34 - PERFORMANCE - 工具栏创建完成
2025-05-07 23:04:34 - PERFORMANCE - 主题应用完成
2025-05-07 23:04:34 - PERFORMANCE - UI初始化完成
2025-05-07 23:04:34 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-07 23:04:34 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-07 23:04:34 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:04:36 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:04:36 - PERFORMANCE - 开始初始化数据...
2025-05-07 23:04:36 - PERFORMANCE - 互斥锁初始化完成
2025-05-07 23:04:36 - PERFORMANCE - 配置加载完成
2025-05-07 23:04:36 - PERFORMANCE - 缓存已清除
2025-05-07 23:04:36 - PERFORMANCE - 数据源初始化完成
2025-05-07 23:04:36 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:04:37 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:04:37 - PERFORMANCE - 数据初始化完成
2025-05-07 23:04:37 - PERFORMANCE - 信号连接完成
2025-05-07 23:04:37 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:04:39 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:04:39 - PERFORMANCE - TradingGUI初始化完成
2025-05-07 23:04:39 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:04:39 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:04:39 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:04:39 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:04:39 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:04:39 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:04:40 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:04:40 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:04:40 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:05:24 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:05:25 - PERFORMANCE - 图表更新完成
2025-05-07 23:05:25 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:05:25 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:05:30 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:05:30 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:05:30 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:05:30 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:05:32 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:05:32 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:05:32 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:05:34 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:05:34 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:05:34 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:05:35 - PERFORMANCE - 成功获取股票 sz301566 的K线数据，时间范围: 2023-12-29 00:00:00 至 2025-04-10 00:00:00，共 307 条记录
2025-05-07 23:05:36 - PERFORMANCE - 更新图表失败: cannot remove artist
2025-05-07 23:05:36 - PERFORMANCE - Traceback (most recent call last):
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\gui\widgets\chart_widget.py", line 427, in update_chart
    self._enable_crosshair(self.price_ax, df)
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\gui\widgets\chart_widget.py", line 569, in _enable_crosshair
    line.remove()
  File "e:\anaconda3\envs\hikyuu\Lib\site-packages\matplotlib\artist.py", line 256, in remove
    raise NotImplementedError('cannot remove artist')
NotImplementedError: cannot remove artist

2025-05-07 23:05:36 - PERFORMANCE - 更新图表失败: cannot remove artist
2025-05-07 23:08:36 - PERFORMANCE - TradingGUI初始化开始
2025-05-07 23:08:36 - PERFORMANCE - StockManager初始化成功
2025-05-07 23:08:36 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-07 23:08:36 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-07 23:08:36 - PERFORMANCE - 新浪数据源初始化成功
2025-05-07 23:08:36 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-07 23:08:36 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:08:36 - PERFORMANCE - 行业管理器初始化完成
2025-05-07 23:08:36 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-07 23:08:36 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:08:36 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:08:36 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:08:36 - PERFORMANCE - 初始化行业管理器结束
2025-05-07 23:08:36 - PERFORMANCE - 初始化主题管理器
2025-05-07 23:08:36 - PERFORMANCE - 初始化主题配置
2025-05-07 23:08:37 - PERFORMANCE - 加载默认主题色
2025-05-07 23:08:37 - PERFORMANCE - 加载颜色主题结束
2025-05-07 23:08:37 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-07 23:08:37 - PERFORMANCE - 行业映射初始化完成
2025-05-07 23:08:37 - PERFORMANCE - 左侧面板创建完成
2025-05-07 23:08:37 - PERFORMANCE - 图表控件UI初始化完成
2025-05-07 23:08:37 - PERFORMANCE - 信号连接完成
2025-05-07 23:08:37 - PERFORMANCE - 主题应用完成
2025-05-07 23:08:37 - PERFORMANCE - 图表渲染优化完成
2025-05-07 23:08:37 - PERFORMANCE - 图表控件初始化完成
2025-05-07 23:08:37 - PERFORMANCE - 中间面板创建完成
2025-05-07 23:08:37 - PERFORMANCE - 右侧面板创建完成
2025-05-07 23:08:37 - PERFORMANCE - 底部面板创建完成
2025-05-07 23:08:37 - PERFORMANCE - 菜单栏初始化完成
2025-05-07 23:08:37 - PERFORMANCE - 菜单栏创建完成
2025-05-07 23:08:37 - PERFORMANCE - 工具栏初始化完成
2025-05-07 23:08:37 - PERFORMANCE - 工具栏创建完成
2025-05-07 23:08:38 - PERFORMANCE - 主题应用完成
2025-05-07 23:08:38 - PERFORMANCE - UI初始化完成
2025-05-07 23:08:38 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-07 23:08:38 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-07 23:08:38 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:08:39 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:08:39 - PERFORMANCE - 开始初始化数据...
2025-05-07 23:08:39 - PERFORMANCE - 互斥锁初始化完成
2025-05-07 23:08:39 - PERFORMANCE - 配置加载完成
2025-05-07 23:08:39 - PERFORMANCE - 缓存已清除
2025-05-07 23:08:39 - PERFORMANCE - 数据源初始化完成
2025-05-07 23:08:39 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:08:41 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:08:41 - PERFORMANCE - 数据初始化完成
2025-05-07 23:08:41 - PERFORMANCE - 信号连接完成
2025-05-07 23:08:41 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:08:42 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:08:42 - PERFORMANCE - TradingGUI初始化完成
2025-05-07 23:08:42 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:08:43 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:08:43 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:08:43 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:08:43 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:08:43 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:08:43 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:08:43 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:08:43 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:08:48 - PERFORMANCE - 成功获取股票 sz300110 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:08:50 - PERFORMANCE - 图表更新完成
2025-05-07 23:08:50 - PERFORMANCE - 成功更新sz300110的图表显示
2025-05-07 23:08:50 - PERFORMANCE - 已选择股票: sz300110
2025-05-07 23:08:52 - PERFORMANCE - 成功获取股票 sz399439 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:08:52 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:08:52 - PERFORMANCE - 成功更新sz399439的图表显示
2025-05-07 23:08:52 - PERFORMANCE - 已选择股票: sz399439
2025-05-07 23:08:55 - PERFORMANCE - 成功获取股票 sz301566 的K线数据，时间范围: 2023-12-29 00:00:00 至 2025-04-10 00:00:00，共 307 条记录
2025-05-07 23:08:56 - PERFORMANCE - 更新图表失败: cannot remove artist
2025-05-07 23:08:56 - PERFORMANCE - Traceback (most recent call last):
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\gui\widgets\chart_widget.py", line 427, in update_chart
    self._enable_crosshair(self.price_ax, df)
  File "D:\DevelopTool\FreeCode\HIkyuu-UI\hikyuu-ui\gui\widgets\chart_widget.py", line 569, in _enable_crosshair
    line.remove()
  File "e:\anaconda3\envs\hikyuu\Lib\site-packages\matplotlib\artist.py", line 256, in remove
    raise NotImplementedError('cannot remove artist')
NotImplementedError: cannot remove artist

2025-05-07 23:08:56 - PERFORMANCE - 更新图表失败: cannot remove artist
2025-05-07 23:14:47 - PERFORMANCE - TradingGUI初始化开始
2025-05-07 23:14:47 - PERFORMANCE - StockManager初始化成功
2025-05-07 23:14:47 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-07 23:14:47 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-07 23:14:47 - PERFORMANCE - 新浪数据源初始化成功
2025-05-07 23:14:47 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-07 23:14:47 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:14:47 - PERFORMANCE - 行业管理器初始化完成
2025-05-07 23:14:47 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-07 23:14:47 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:14:47 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:14:47 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:14:47 - PERFORMANCE - 初始化行业管理器结束
2025-05-07 23:14:47 - PERFORMANCE - 初始化主题管理器
2025-05-07 23:14:47 - PERFORMANCE - 初始化主题配置
2025-05-07 23:14:47 - PERFORMANCE - 加载默认主题色
2025-05-07 23:14:47 - PERFORMANCE - 加载颜色主题结束
2025-05-07 23:14:47 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-07 23:14:47 - PERFORMANCE - 行业映射初始化完成
2025-05-07 23:14:48 - PERFORMANCE - 左侧面板创建完成
2025-05-07 23:14:48 - PERFORMANCE - 图表控件UI初始化完成
2025-05-07 23:14:48 - PERFORMANCE - 信号连接完成
2025-05-07 23:14:48 - PERFORMANCE - 主题应用完成
2025-05-07 23:14:48 - PERFORMANCE - 图表渲染优化完成
2025-05-07 23:14:48 - PERFORMANCE - 图表控件初始化完成
2025-05-07 23:14:48 - PERFORMANCE - 中间面板创建完成
2025-05-07 23:14:48 - PERFORMANCE - 右侧面板创建完成
2025-05-07 23:14:48 - PERFORMANCE - 底部面板创建完成
2025-05-07 23:14:48 - PERFORMANCE - 菜单栏初始化完成
2025-05-07 23:14:48 - PERFORMANCE - 菜单栏创建完成
2025-05-07 23:14:48 - PERFORMANCE - 工具栏初始化完成
2025-05-07 23:14:48 - PERFORMANCE - 工具栏创建完成
2025-05-07 23:14:49 - PERFORMANCE - 主题应用完成
2025-05-07 23:14:49 - PERFORMANCE - UI初始化完成
2025-05-07 23:14:49 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-07 23:14:49 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-07 23:14:49 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:14:50 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:14:50 - PERFORMANCE - 开始初始化数据...
2025-05-07 23:14:50 - PERFORMANCE - 互斥锁初始化完成
2025-05-07 23:14:50 - PERFORMANCE - 配置加载完成
2025-05-07 23:14:50 - PERFORMANCE - 缓存已清除
2025-05-07 23:14:50 - PERFORMANCE - 数据源初始化完成
2025-05-07 23:14:50 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:14:52 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:14:52 - PERFORMANCE - 数据初始化完成
2025-05-07 23:14:52 - PERFORMANCE - 信号连接完成
2025-05-07 23:14:52 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:14:53 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:14:53 - PERFORMANCE - TradingGUI初始化完成
2025-05-07 23:14:53 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:14:53 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:14:53 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:14:53 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:14:54 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:14:54 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:14:54 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:14:54 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:14:54 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:15:06 - PERFORMANCE - 成功获取股票 sz161129 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:15:07 - PERFORMANCE - 图表更新完成
2025-05-07 23:15:07 - PERFORMANCE - 成功更新sz161129的图表显示
2025-05-07 23:15:07 - PERFORMANCE - 已选择股票: sz161129
2025-05-07 23:15:15 - PERFORMANCE - 成功获取股票 sh601216 的K线数据，时间范围: 2023-10-10 00:00:00 至 2025-04-10 00:00:00，共 365 条记录
2025-05-07 23:15:15 - PERFORMANCE - 使用缓存的图表数据
2025-05-07 23:15:15 - PERFORMANCE - 成功更新sh601216的图表显示
2025-05-07 23:15:15 - PERFORMANCE - 已选择股票: sh601216
2025-05-07 23:16:10 - PERFORMANCE - TradingGUI初始化开始
2025-05-07 23:16:10 - PERFORMANCE - StockManager初始化成功
2025-05-07 23:16:10 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-07 23:16:10 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-07 23:16:10 - PERFORMANCE - 新浪数据源初始化成功
2025-05-07 23:16:10 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-07 23:16:10 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:16:10 - PERFORMANCE - 行业管理器初始化完成
2025-05-07 23:16:10 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-07 23:16:10 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:16:10 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:16:10 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:16:10 - PERFORMANCE - 初始化行业管理器结束
2025-05-07 23:16:10 - PERFORMANCE - 初始化主题管理器
2025-05-07 23:16:10 - PERFORMANCE - 初始化主题配置
2025-05-07 23:16:10 - PERFORMANCE - 加载默认主题色
2025-05-07 23:16:10 - PERFORMANCE - 加载颜色主题结束
2025-05-07 23:16:10 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-07 23:16:10 - PERFORMANCE - 行业映射初始化完成
2025-05-07 23:16:11 - PERFORMANCE - 左侧面板创建完成
2025-05-07 23:16:11 - PERFORMANCE - 图表控件UI初始化完成
2025-05-07 23:16:11 - PERFORMANCE - 信号连接完成
2025-05-07 23:16:11 - PERFORMANCE - 主题应用完成
2025-05-07 23:16:11 - PERFORMANCE - 图表渲染优化完成
2025-05-07 23:16:11 - PERFORMANCE - 图表控件初始化完成
2025-05-07 23:16:11 - PERFORMANCE - 中间面板创建完成
2025-05-07 23:16:11 - PERFORMANCE - 右侧面板创建完成
2025-05-07 23:16:11 - PERFORMANCE - 底部面板创建完成
2025-05-07 23:16:11 - PERFORMANCE - 菜单栏初始化完成
2025-05-07 23:16:11 - PERFORMANCE - 菜单栏创建完成
2025-05-07 23:16:11 - PERFORMANCE - 工具栏初始化完成
2025-05-07 23:16:11 - PERFORMANCE - 工具栏创建完成
2025-05-07 23:16:12 - PERFORMANCE - 主题应用完成
2025-05-07 23:16:12 - PERFORMANCE - UI初始化完成
2025-05-07 23:16:12 - PERFORMANCE - 收藏列表文件为空，已自动初始化为空集合
2025-05-07 23:16:12 - PERFORMANCE - 股票列表缓存为空，尝试重新加载数据
2025-05-07 23:16:12 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:16:13 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:16:13 - PERFORMANCE - 开始初始化数据...
2025-05-07 23:16:13 - PERFORMANCE - 互斥锁初始化完成
2025-05-07 23:16:13 - PERFORMANCE - 配置加载完成
2025-05-07 23:16:13 - PERFORMANCE - 缓存已清除
2025-05-07 23:16:13 - PERFORMANCE - 数据源初始化完成
2025-05-07 23:16:13 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:16:15 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:16:15 - PERFORMANCE - 数据初始化完成
2025-05-07 23:16:15 - PERFORMANCE - 信号连接完成
2025-05-07 23:16:15 - PERFORMANCE - 开始预加载数据...
2025-05-07 23:16:16 - PERFORMANCE - 数据预加载完成，共加载 7574 只股票
2025-05-07 23:16:16 - PERFORMANCE - TradingGUI初始化完成
2025-05-07 23:16:16 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:16:16 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:16:16 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:16:16 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:16:17 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:16:17 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:16:17 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:16:17 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:16:17 - PERFORMANCE - 股票列表过滤完成，显示 7574 只股票
2025-05-07 23:20:35 - PERFORMANCE - TradingGUI初始化开始
2025-05-07 23:20:35 - PERFORMANCE - StockManager初始化成功
2025-05-07 23:20:35 - PERFORMANCE - Hikyuu数据源初始化失败: No module named 'data_source'
2025-05-07 23:20:35 - PERFORMANCE - 东方财富数据源初始化成功
2025-05-07 23:20:35 - PERFORMANCE - 新浪数据源初始化成功
2025-05-07 23:20:35 - PERFORMANCE - 同花顺数据源初始化成功
2025-05-07 23:20:35 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:20:35 - PERFORMANCE - 行业管理器初始化完成
2025-05-07 23:20:35 - PERFORMANCE - 市场和行业数据初始化完成: 5 个市场, 43 个行业
2025-05-07 23:20:35 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:20:35 - PERFORMANCE - 数据管理器初始化完成
2025-05-07 23:20:35 - PERFORMANCE - 初始化行业管理器
2025-05-07 23:20:35 - PERFORMANCE - 初始化行业管理器结束
2025-05-07 23:20:35 - PERFORMANCE - 初始化主题管理器
2025-05-07 23:20:35 - PERFORMANCE - 初始化主题配置
2025-05-07 23:20:35 - PERFORMANCE - 加载默认主题色
2025-05-07 23:20:35 - PERFORMANCE - 加载颜色主题结束
2025-05-07 23:20:35 - PERFORMANCE - 加载自定义颜色主题结束
2025-05-07 23:20:35 - PERFORMANCE - 行业映射初始化完成
2025-05-07 23:20:36 - PERFORMANCE - 左侧面板创建完成
2025-05-07 23:20:36 - PERFORMANCE - 图表控件UI初始化完成
2025-05-07 23:20:36 - PERFORMANCE - 信号连接完成
2025-05-07 23:20:36 - PERFORMANCE - 主题应用完成
2025-05-07 23:20:36 - PERFORMANCE - 图表渲染优化完成
2025-05-07 23:20:36 - PERFORMANCE - 图表控件初始化完成
2025-05-07 23:20:36 - PERFORMANCE - 中间面板创建完成
2025-05-07 23:20:36 - PERFORMANCE - 右侧面板创建完成
2025-05-07 23:20:36 - PERFORMANCE - 底部面板创建完成
